GeneName,GeneId,CHR,NumVariants,LOF,Ancestral,NumNull,NumUpstream,NumSynonymous,NumStopLost,NumStopGain,NumStartLost,NumSpliceRegion,NumSpliceDonor,NumSpliceAcceptor,NumMissense,NumIntronic,NumInframeIndel,NumFrameshift,NumDownstream,Num3UTR,Num5UTR,MinPos,MaxPos
DPYSL2,ENSG00000092964,8,176,0,7,0,10,36,0,0,0,2,0,0,15,68,0,0,0,11,34,26514232,26655798
ADRA1A,ENSG00000120907,8,276,5,8,0,108,26,1,2,0,1,0,0,16,22,0,2,33,30,35,26756302,26869140
STMN4,ENSG00000015592,8,69,1,2,0,0,11,0,0,0,3,1,0,10,23,0,0,5,15,1,27236763,27243893
TRIM35,ENSG00000104228,8,86,0,0,0,0,21,0,0,0,3,0,0,26,23,0,0,0,5,8,27287461,27311303
PTK2B,ENSG00000120899,8,299,0,19,0,0,31,0,0,0,8,0,0,31,154,0,0,67,4,4,27397486,27464080
CHRNA2,ENSG00000120903,8,43,1,1,0,0,4,0,0,0,0,0,0,13,20,0,1,0,0,5,27467129,27471150
EPHX2,ENSG00000120915,8,172,4,10,0,0,12,0,0,0,6,2,1,37,96,0,1,0,6,11,27491109,27544615
CLU,ENSG00000120885,8,69,0,2,0,0,12,0,0,0,4,0,0,16,34,0,0,0,0,3,27598257,27610653
SCARA3,ENSG00000168077,8,165,3,6,0,0,27,0,1,0,1,0,0,34,23,0,2,6,68,3,27634137,27676661
CCDC25,ENSG00000147419,8,92,1,2,0,32,6,0,0,0,1,0,1,1,42,0,0,0,2,7,27736133,27777128
ESCO2,ENSG00000171320,8,90,2,4,0,7,3,0,0,0,1,2,0,10,28,1,0,0,38,0,27780116,27804515
PBK,ENSG00000168078,8,77,3,3,0,0,6,0,0,0,5,0,0,9,33,1,3,19,1,0,27804633,27833209
SCARA5,ENSG00000168079,8,121,1,4,0,4,18,0,0,0,1,0,0,19,48,1,1,0,29,0,27871333,27987673
NUGGC,ENSG00000189233,8,167,2,8,0,0,28,0,0,0,3,1,0,31,99,0,1,0,3,1,28023218,28074517
ELP3,ENSG00000134014,8,129,0,2,0,0,13,0,0,0,4,0,0,14,91,1,0,0,3,3,28093121,28189809
PNOC,ENSG00000168081,8,28,1,1,0,1,1,0,0,1,1,0,0,4,11,0,0,0,5,4,28329077,28343125
ZNF395,ENSG00000186918,8,105,0,4,0,0,19,0,0,0,3,0,0,22,53,4,0,0,2,2,28348619,28361214
FBXO16,ENSG00000214050,8,88,1,5,0,8,9,0,1,0,10,0,0,20,35,0,0,2,2,1,28428546,28483541
FZD3,ENSG00000104290,8,79,1,0,0,0,28,0,1,0,1,0,0,16,27,0,0,0,4,2,28502979,28563079
EXTL3,ENSG00000012232,8,77,0,0,0,0,26,0,0,0,0,0,0,30,15,1,0,0,3,2,28716026,28750948
INTS9,ENSG00000104299,8,169,1,5,0,0,13,0,0,0,2,0,0,25,123,0,1,0,3,2,28768070,28889956
HMBOX1,ENSG00000147421,8,124,0,2,0,0,26,0,0,0,1,0,0,4,72,1,0,12,7,1,28963827,29051252
KIF13B,ENSG00000197892,8,346,0,9,0,8,51,0,0,0,13,0,0,67,195,0,0,4,5,3,29070406,29263133
DUSP4,ENSG00000120875,8,135,0,5,0,5,39,0,0,0,5,0,0,11,19,0,0,0,4,52,29336970,29350355
SARAF,ENSG00000133872,8,49,0,4,0,0,9,0,0,0,0,0,0,11,21,0,0,0,1,7,30063800,30083017
LEPROTL1,ENSG00000104660,8,125,0,6,0,2,6,0,0,0,0,0,0,9,47,1,0,12,43,5,30095423,30138840
MBOAT4,ENSG00000177669,8,12,0,3,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,4,30144383,30144667
DCTN6,ENSG00000104671,8,34,0,2,0,3,1,0,0,0,1,0,0,3,17,0,0,2,3,4,30156287,30183270
RBPMS,ENSG00000157110,8,171,1,3,0,0,18,0,0,0,1,1,0,9,89,0,0,19,30,4,30384998,30566398
GTF2E2,ENSG00000197265,8,72,0,0,0,0,7,0,0,0,2,0,0,5,55,1,0,0,2,0,30578822,30653610
GSR,ENSG00000104687,8,105,1,1,0,0,18,0,1,0,15,0,0,25,39,0,0,0,2,5,30679484,30727908
UBXN8,ENSG00000104691,8,49,1,3,0,3,3,0,0,0,1,0,0,9,29,0,1,0,3,0,30744093,30766480
PPP2CB,ENSG00000104695,8,47,1,0,0,0,10,0,0,0,2,1,0,6,16,0,0,0,9,3,30786136,30812511
TEX15,ENSG00000133863,8,195,14,3,0,8,50,0,1,0,0,0,0,109,9,2,13,0,2,1,30833206,30849345
PURG,ENSG00000172733,8,4,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,30996517,30996749
WRN,ENSG00000165392,8,307,3,11,0,44,20,0,2,0,14,0,0,47,175,2,1,0,1,1,31031627,31173195
NRG1,ENSG00000157168,8,313,2,7,0,46,25,0,0,0,7,0,0,62,89,2,2,20,32,28,31639309,32764457
FUT10,ENSG00000172728,8,81,4,1,0,0,11,0,1,0,2,0,1,19,20,0,2,0,21,4,33372067,33461689
MAK16,ENSG00000198042,8,21,0,1,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,2,33485130,33490389
TTI2,ENSG00000129696,8,120,1,3,0,0,10,0,0,0,2,0,0,15,37,0,1,41,14,0,33495531,33512506
RNF122,ENSG00000133874,8,36,0,2,0,0,6,0,0,0,1,0,0,3,21,0,0,0,2,3,33548700,33566821
DUSP26,ENSG00000133878,8,34,0,0,0,0,14,0,0,0,1,0,0,4,12,0,0,0,0,3,33592031,33597609
UNC5D,ENSG00000156687,8,186,2,13,0,12,29,1,0,0,4,0,0,27,95,0,1,0,4,13,35235686,35790654
KCNU1,ENSG00000215262,8,227,3,11,0,3,19,0,3,0,12,0,0,40,138,0,0,7,4,1,36784315,36936018
ZNF703,ENSG00000183779,8,105,0,3,0,0,61,0,0,0,0,0,0,24,5,3,0,0,1,11,37695883,37698692
ERLIN2,ENSG00000147475,8,113,2,2,0,7,11,0,1,0,4,0,0,2,28,0,1,16,24,19,37736400,37754189
PROSC,ENSG00000147471,8,65,0,2,0,6,5,0,0,0,0,0,0,9,38,0,0,0,2,5,37762499,37778131
ADGRA2,ENSG00000020181,8,280,0,5,0,0,32,0,0,0,12,0,0,55,118,0,0,42,20,1,37797178,37849852
BRF2,ENSG00000104221,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37842305,37842305
RAB11FIP1,ENSG00000156675,8,155,4,3,0,1,35,0,1,0,1,0,0,81,23,3,3,4,1,2,37862875,37899515
GOT1L1,ENSG00000169154,8,94,6,4,0,33,12,0,1,0,2,1,1,25,7,1,3,4,1,3,37934193,37940115
ADRB3,ENSG00000188778,8,33,0,1,0,0,10,0,0,0,0,0,0,12,9,0,0,0,1,1,37964176,37966495
EIF4EBP1,ENSG00000187840,8,21,0,1,0,0,2,0,0,0,0,0,0,3,8,0,0,0,2,6,38030486,38060032
ASH2L,ENSG00000129691,8,130,3,4,0,2,8,0,1,1,5,1,0,11,69,0,0,23,1,8,38105459,38145027
STAR,ENSG00000147465,8,50,1,2,0,0,9,0,1,0,2,0,0,7,22,0,0,0,0,9,38145084,38151089
LSM1,ENSG00000175324,8,16,0,0,0,0,1,0,0,0,2,0,0,0,11,0,0,0,2,0,38163608,38170001
BAG4,ENSG00000156735,8,44,0,0,0,16,4,0,0,0,1,0,0,4,14,1,0,0,1,3,38171919,38210513
DDHD2,ENSG00000085788,8,150,1,2,0,15,18,0,0,0,3,0,1,20,46,0,0,47,0,0,38232922,38267383
PLPP5,ENSG00000147535,8,34,1,1,0,3,0,0,0,0,1,0,0,4,16,0,1,0,0,9,38267835,38269277
WHSC1L1,ENSG00000147548,8,240,1,2,0,0,48,0,1,0,4,0,0,37,97,0,0,15,38,0,38275548,38348266
LETM2,ENSG00000165046,8,74,2,0,0,2,6,0,1,0,2,0,1,21,34,0,0,0,7,0,38387914,38404567
FGFR1,ENSG00000077782,8,141,2,1,0,3,15,0,1,0,2,0,1,22,78,2,0,12,3,2,38406914,38461197
C8orf86,ENSG00000196166,8,25,1,2,0,0,2,0,1,0,2,0,0,7,11,0,0,0,2,0,38512313,38528595
TACC1,ENSG00000147526,8,153,0,7,0,16,18,0,0,0,3,0,0,30,48,0,0,18,5,15,38742317,38848121
PLEKHA2,ENSG00000169499,8,66,0,1,0,0,7,0,0,0,2,0,0,8,48,0,0,1,0,0,38917876,38974653
HTRA4,ENSG00000169495,8,93,3,3,0,10,13,0,1,0,5,1,0,18,41,0,1,0,0,3,38969394,38983140
TM2D2,ENSG00000169490,8,25,1,3,0,0,1,0,0,0,0,0,0,2,3,0,1,14,4,0,38987853,38991620
ADAM9,ENSG00000168615,8,185,2,2,0,41,10,0,1,0,5,1,0,15,84,0,0,22,2,4,38993501,39107805
ADAM32,ENSG00000197140,8,166,3,8,0,0,6,0,0,0,7,1,1,33,115,0,1,0,2,0,39117994,39284836
ADAM18,ENSG00000168619,8,213,5,9,0,3,16,0,2,0,4,2,1,43,113,0,0,0,26,3,39584525,39730037
ADAM2,ENSG00000104755,8,148,5,1,0,0,10,0,1,0,6,2,0,29,96,0,2,0,0,2,39744808,39838263
IDO1,ENSG00000131203,8,103,0,3,0,0,5,0,0,0,4,0,0,24,66,1,0,0,2,1,39913834,39928283
IDO2,ENSG00000188676,8,106,6,4,0,2,7,0,5,0,1,0,0,20,68,0,1,0,2,0,39935251,40015669
C8orf4,ENSG00000176907,8,9,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,1,40153531,40153898
ZMAT4,ENSG00000165061,8,64,0,1,0,0,13,0,0,0,3,0,0,5,42,0,0,0,1,0,40532173,40825747
SFRP1,ENSG00000104332,8,68,1,3,0,5,22,1,0,0,0,0,0,11,11,1,0,0,13,4,41265072,41309241
GOLGA7,ENSG00000147533,8,21,0,0,0,0,2,0,0,0,1,0,0,2,15,0,0,0,0,1,41490826,41507190
GINS4,ENSG00000147536,8,45,1,2,0,0,2,0,0,0,5,0,0,6,12,0,1,9,7,3,41530105,41542154
GPAT4,ENSG00000158669,8,78,1,0,0,0,11,0,0,0,2,1,0,9,50,0,0,0,5,0,41599357,41621068
NKX6-3,ENSG00000165066,8,29,0,0,0,8,4,0,0,0,1,0,0,7,2,1,0,0,6,0,41646361,41648107
ANK1,ENSG00000029534,8,439,0,15,0,12,73,0,0,0,16,0,0,60,242,0,0,21,4,11,41648259,41896510
KAT6A,ENSG00000083168,8,263,0,1,0,0,95,0,0,0,5,0,0,48,83,2,0,13,10,7,41932114,42049060
AP3M2,ENSG00000070718,8,58,0,3,0,0,7,0,0,0,2,0,0,8,19,0,0,15,3,4,42154627,42176111
PLAT,ENSG00000104368,8,96,1,3,0,0,22,0,0,0,3,1,0,24,45,1,0,0,0,0,42176211,42193284
IKBKB,ENSG00000104365,8,218,3,9,0,12,16,0,1,1,6,0,0,19,150,0,1,3,5,4,42271297,42331064
POLB,ENSG00000070501,8,117,1,0,0,0,5,0,0,0,7,0,1,9,56,0,0,31,3,5,42338541,42375930
DKK4,ENSG00000104371,8,7,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,42376904,42377134
VDAC3,ENSG00000078668,8,51,1,1,0,0,10,0,0,0,1,1,0,4,33,0,0,0,2,0,42394191,42405513
SLC20A2,ENSG00000168575,8,118,1,1,0,14,17,0,0,1,6,0,0,15,61,1,0,0,1,2,42417740,42546609
SMIM19,ENSG00000176209,8,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,42548836,42552653
CHRNB3,ENSG00000147432,8,52,0,3,0,0,8,0,0,0,0,0,0,13,25,1,0,0,2,3,42697453,42736678
CHRNA6,ENSG00000147434,8,47,3,0,0,0,8,0,1,0,1,1,0,17,14,0,1,0,0,4,42753207,42768478
THAP1,ENSG00000131931,8,25,1,0,0,0,3,0,0,0,0,0,0,5,11,0,1,0,2,3,42837895,42843143
RNF170,ENSG00000120925,8,107,1,3,0,8,2,0,1,0,3,0,0,9,30,0,0,8,46,0,42850709,42897263
HOOK3,ENSG00000168172,8,138,1,1,0,0,8,0,1,0,3,0,0,17,108,0,0,0,1,0,42906087,43018511
FNTA,ENSG00000168522,8,58,0,0,0,4,4,0,0,0,0,0,0,12,27,0,0,0,4,7,43056284,43085365
POMK,ENSG00000185900,8,33,2,1,0,0,9,0,1,0,0,0,0,13,7,0,1,0,1,1,43103483,43122915
HGSNAT,ENSG00000165102,8,168,4,5,0,9,16,1,1,0,4,1,0,23,108,0,1,0,2,2,43140401,43199666
SPIDR,ENSG00000164808,8,265,9,1,0,15,11,0,3,2,8,0,0,39,151,1,4,22,4,5,47260872,47738160
PRKDC,ENSG00000253729,8,584,4,7,0,0,61,0,0,0,26,1,1,129,359,1,2,0,4,0,47774074,47955859
MCM4,ENSG00000104738,8,159,2,1,0,21,15,0,1,0,5,0,1,31,79,0,0,0,2,4,47955957,47976849
UBE2V2,ENSG00000169139,8,53,0,0,0,3,3,0,0,0,1,0,0,2,26,0,0,0,4,14,48008364,48060899
EFCAB1,ENSG00000034239,8,34,0,1,0,0,1,0,0,0,0,0,0,8,21,0,0,0,1,3,48724727,48735238
SNAI2,ENSG00000019549,8,20,0,0,0,0,3,0,0,0,1,0,0,4,8,0,0,0,0,4,48918997,48921364
C8orf22,ENSG00000168333,8,35,0,0,0,0,2,0,0,0,3,0,0,3,9,0,0,0,17,1,49072776,49075347
SNTG1,ENSG00000147481,8,126,1,3,0,0,10,0,1,0,8,0,0,15,87,0,0,0,3,2,50394144,50792927
PXDNL,ENSG00000147485,8,255,6,13,0,0,37,0,3,0,12,0,0,88,106,0,3,0,0,6,51319895,51809410
PCMTD1,ENSG00000168300,8,107,1,1,0,4,21,0,1,0,0,0,0,13,49,1,0,5,1,12,51820270,51899198
ST18,ENSG00000147488,8,162,1,3,0,0,19,0,1,0,5,0,0,36,96,0,0,0,4,1,52113100,52214329
FAM150A,ENSG00000196711,8,27,2,0,0,0,2,0,1,0,1,1,0,2,18,0,0,0,0,2,52538409,52565356
RB1CC1,ENSG00000023287,8,184,0,4,0,0,27,0,0,0,7,0,0,40,109,0,0,0,1,0,52623688,52685557
NPBWR1,ENSG00000183729,8,26,1,0,0,0,5,0,0,1,0,0,0,12,0,0,0,0,5,3,52939838,52940982
OPRK1,ENSG00000082556,8,62,0,6,0,11,12,0,0,0,3,0,0,8,11,0,0,0,2,15,53229232,53251109
ATP6V1H,ENSG00000047249,8,88,0,5,0,6,10,0,0,0,5,0,0,11,44,0,0,0,2,10,53715931,53841807
RGS20,ENSG00000147509,8,63,1,1,0,7,7,0,0,0,0,0,0,19,19,1,1,0,4,5,53851822,53958505
TCEA1,ENSG00000187735,8,66,0,2,0,0,6,0,0,0,2,0,0,10,40,0,0,0,4,4,53968050,54022222
LYPLA1,ENSG00000120992,8,73,0,1,0,8,2,0,0,0,5,0,0,10,24,0,0,5,2,17,54048045,54101898
MRPL15,ENSG00000137547,8,46,1,0,0,1,3,0,1,0,0,0,0,15,24,0,0,0,1,1,54135207,54147725
SOX17,ENSG00000164736,8,77,0,0,0,0,28,0,0,0,0,0,0,25,14,3,0,0,2,5,54458059,54460094
RP1,ENSG00000104237,8,377,15,7,0,0,46,2,5,0,4,2,0,132,158,1,6,0,21,0,54620886,54870009
XKR4,ENSG00000206579,8,66,1,0,0,0,32,0,0,0,0,0,0,21,9,0,1,0,1,2,55102402,55524304
TMEM68,ENSG00000167904,8,35,0,1,0,4,4,0,0,0,1,0,0,7,10,0,0,4,2,3,55740060,55763051
TGS1,ENSG00000137574,8,128,2,4,0,0,12,0,1,0,1,0,0,47,61,2,1,0,2,1,55773553,55824794
LYN,ENSG00000254087,8,79,1,4,0,0,14,0,1,0,0,0,0,5,57,0,0,0,2,0,55941775,56010198
RPS20,ENSG00000008988,8,69,0,0,0,0,2,0,0,0,6,0,0,6,10,0,0,13,11,21,56069656,56074483
MOS,ENSG00000172680,8,20,0,0,0,3,6,0,0,0,0,0,0,8,0,0,0,3,0,0,56112867,56114061
PLAG1,ENSG00000181690,8,60,0,1,0,0,12,0,0,0,1,0,0,9,28,0,0,0,1,9,56166204,56179565
CHCHD7,ENSG00000170791,8,30,1,0,0,3,2,1,0,0,2,0,0,4,8,0,0,2,5,3,56212754,56217513
SDR16C5,ENSG00000170786,8,44,0,1,0,0,7,0,0,0,0,0,0,5,28,0,0,0,4,0,56301402,56316449
PENK,ENSG00000181195,8,43,3,1,0,1,11,0,2,0,0,0,0,13,0,2,1,4,4,5,56441189,56446050
IMPAD1,ENSG00000104331,8,39,0,1,0,0,5,0,0,0,1,0,0,11,11,0,0,0,1,10,56963708,56993656
FAM110B,ENSG00000169122,8,18,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,1,2,58146147,58147409
UBXN2B,ENSG00000215114,8,98,1,0,0,0,5,0,0,0,0,0,0,9,81,0,1,0,0,2,58411319,58447414
CYP7A1,ENSG00000167910,8,42,0,1,0,0,9,0,0,0,0,0,0,10,21,0,0,0,1,1,58491391,58500121
SDCBP,ENSG00000137575,8,33,0,2,0,1,2,0,0,0,1,0,0,9,20,0,0,0,0,0,58564964,58578272
NSMAF,ENSG00000035681,8,264,1,13,0,1,13,0,0,0,7,0,0,33,182,0,1,20,1,6,58579548,58659702
TOX,ENSG00000198846,8,107,0,2,0,0,23,0,0,0,14,0,0,17,48,0,0,0,1,4,58807679,59119083
CA8,ENSG00000178538,8,65,0,3,0,0,8,0,0,0,1,0,0,8,42,1,0,0,0,5,60208963,60281218
RAB2A,ENSG00000104388,8,55,0,0,0,0,7,0,0,0,2,0,0,0,42,0,0,0,3,1,60517147,60620888
CHD7,ENSG00000171316,8,332,0,9,0,0,71,0,0,0,13,0,0,71,153,2,0,11,7,4,60741396,60866019
CLVS1,ENSG00000177182,8,60,0,1,0,0,15,0,0,0,0,0,0,6,27,0,0,8,2,2,61299767,61503540
ASPH,ENSG00000198363,8,340,4,9,0,6,13,0,3,0,14,0,0,32,124,0,1,58,79,10,61517459,61714459
NKAIN3,ENSG00000185942,8,128,0,3,0,0,3,0,0,0,2,0,0,5,98,0,0,0,15,5,62248986,62990527
GGH,ENSG00000137563,8,65,1,4,0,0,5,0,1,0,1,0,0,16,34,0,0,0,2,6,63015253,63038838
TTPA,ENSG00000137561,8,41,1,1,0,2,5,0,0,0,1,0,0,8,19,0,1,0,3,2,63061151,63086090
YTHDF3,ENSG00000185728,8,141,2,1,0,11,49,0,0,0,4,2,0,13,41,0,0,0,2,19,63168807,63209746
BHLHE22,ENSG00000180828,8,87,0,2,0,0,40,0,0,0,0,0,0,24,0,15,0,0,2,6,64580698,64582021
CYP7B1,ENSG00000172817,8,65,5,0,0,0,7,0,2,0,5,1,0,17,25,1,2,0,1,4,64596637,64798676
ARMC1,ENSG00000104442,8,35,1,2,0,0,6,0,0,0,0,0,0,6,22,0,1,0,0,0,65604543,65627453
MTFR1,ENSG00000066855,8,76,1,0,0,0,8,0,0,0,3,0,0,8,53,2,1,0,0,1,65669881,65709022
PDE7A,ENSG00000205268,8,100,0,1,0,2,8,0,0,0,3,0,0,19,50,0,0,1,1,16,65719326,65841604
DNAJC5B,ENSG00000147570,8,29,0,1,0,0,2,0,0,0,3,0,0,5,18,0,0,0,1,0,66051480,66100053
TRIM55,ENSG00000147573,8,86,2,1,0,0,12,0,1,0,1,0,0,20,45,1,1,0,0,5,66127187,66155756
CRH,ENSG00000147571,8,31,0,2,0,0,10,0,0,0,0,0,0,5,1,0,0,9,6,0,66174371,66177550
ADHFE1,ENSG00000147576,8,190,2,3,0,53,11,0,0,1,4,0,0,21,93,0,1,0,3,3,66429081,66468444
C8orf46,ENSG00000169085,8,48,1,3,0,0,2,0,0,0,1,0,1,6,19,0,0,4,9,6,66493547,66516149
MYBL1,ENSG00000185697,8,125,0,4,0,0,25,0,0,0,12,0,0,20,62,0,0,0,0,6,66564784,66612938
VCPIP1,ENSG00000175073,8,212,0,3,0,0,146,0,0,0,0,0,0,36,8,4,0,0,4,14,66634415,66667056
C8orf44,ENSG00000213865,8,20,1,1,0,0,2,0,1,0,1,0,0,7,3,0,0,1,3,2,66677645,66680014
SGK3,ENSG00000104205,8,93,1,3,0,0,5,0,1,0,4,0,0,5,73,0,0,0,2,3,66793676,66859642
MCMDC2,ENSG00000178460,8,105,3,3,0,0,15,0,0,0,4,0,0,32,36,0,3,6,7,2,66874064,66919170
TCF24,ENSG00000261787,8,14,0,0,0,0,5,0,0,0,0,0,0,4,5,0,0,0,0,0,66948060,66948191
PPP1R42,ENSG00000178125,8,69,2,1,0,4,5,0,1,0,1,0,0,8,37,0,1,5,3,4,66961445,67028627
COPS5,ENSG00000121022,8,41,2,2,0,0,5,0,0,0,0,0,0,2,29,0,2,0,3,0,67043126,67059315
CSPP1,ENSG00000104218,8,258,6,3,0,31,16,0,4,0,9,0,0,34,160,0,2,0,0,2,67059480,67190801
ARFGEF1,ENSG00000066777,8,400,2,6,0,0,60,0,0,0,12,0,1,22,244,0,1,15,30,15,67193370,67343565
CPA6,ENSG00000165078,8,65,4,1,0,0,5,0,1,0,3,0,0,12,40,0,3,0,0,1,67422581,67746149
PREX2,ENSG00000046889,8,326,0,16,0,0,35,0,0,0,11,0,0,46,214,1,0,0,7,12,67952299,68231477
C8orf34,ENSG00000165084,8,187,3,9,0,0,13,0,1,0,3,0,0,17,53,0,2,2,85,11,68330923,68818328
SULF1,ENSG00000137573,8,173,1,7,0,0,19,0,1,0,6,0,0,24,114,0,0,5,3,1,69563889,69658632
SLCO5A1,ENSG00000137571,8,112,1,2,0,0,26,0,0,0,2,0,0,32,44,0,1,0,3,4,69672775,69832772
PRDM14,ENSG00000147596,8,58,0,3,0,0,11,0,0,0,4,0,0,12,28,0,0,0,2,1,70052010,70069958
NCOA2,ENSG00000140396,8,213,0,2,0,0,48,0,0,0,8,0,0,44,110,0,0,0,3,0,70113554,70216809
TRAM1,ENSG00000067167,8,91,0,1,0,2,7,0,0,0,0,0,0,6,49,0,0,0,1,26,70574871,70608252
LACTB2,ENSG00000147592,8,44,0,2,0,0,5,0,0,0,1,0,0,9,24,0,0,0,2,3,70637804,70669144
XKR9,ENSG00000221947,8,48,3,1,0,0,7,0,1,0,0,0,1,16,11,0,1,0,5,6,70680963,70734492
EYA1,ENSG00000104313,8,200,0,11,0,16,23,0,0,0,6,0,0,17,89,1,0,0,2,46,71199266,71362315
MSC,ENSG00000178860,8,38,1,1,0,0,19,0,0,1,0,0,0,10,5,0,0,0,2,1,71842638,71844215
TRPA1,ENSG00000104321,8,236,3,11,0,0,24,0,2,0,14,0,0,40,145,0,1,0,6,4,72022806,72075500
KCNB2,ENSG00000182674,8,40,1,0,0,0,17,0,1,0,0,0,0,8,9,0,0,0,4,1,72567677,72938156
TERF1,ENSG00000147601,8,98,1,2,0,1,7,0,0,0,1,0,1,11,67,7,0,0,2,1,73008860,73046228
SBSPON,ENSG00000164764,8,85,4,4,0,0,8,0,1,1,3,0,0,12,46,0,2,0,6,6,73067250,73093162
C8orf89,ENSG00000274443,8,31,4,1,0,0,2,0,2,0,0,1,0,7,15,0,1,0,2,1,73241395,73259484
RDH10,ENSG00000121039,8,119,0,1,0,73,18,0,0,0,2,0,0,6,15,0,0,0,2,3,73291027,73323059
STAU2,ENSG00000040341,8,260,1,8,0,26,27,0,0,0,4,0,0,25,79,0,1,5,70,23,73421332,73747531
UBE2W,ENSG00000104343,8,288,0,9,0,8,8,0,0,0,3,0,0,5,48,0,0,2,214,0,73786128,73879006
TCEB1,ENSG00000154582,8,33,0,0,0,8,6,0,0,0,0,0,0,0,17,0,0,0,2,0,73946539,73976508
TMEM70,ENSG00000175606,8,34,2,4,0,0,4,0,1,0,1,0,0,12,12,0,1,0,3,0,73978678,73981659
LY96,ENSG00000154589,8,28,1,1,0,0,1,0,0,0,1,0,0,4,16,0,1,3,2,0,73991484,74029115
JPH1,ENSG00000104369,8,124,0,1,0,4,42,0,0,0,8,0,0,36,32,0,0,0,0,2,74237129,74321363
GDAP1,ENSG00000104381,8,71,1,2,0,1,16,0,1,0,0,0,0,13,32,0,0,0,3,5,74350371,74364462
PI15,ENSG00000137558,8,56,0,1,0,0,13,0,0,0,1,0,0,11,20,0,0,0,8,3,74825154,74849341
CRISPLD1,ENSG00000121005,8,109,2,4,0,6,6,0,2,0,1,0,0,19,68,0,0,0,2,5,74985945,75032287
HNF4G,ENSG00000164749,8,75,1,5,0,0,7,0,0,0,5,0,0,11,45,0,1,0,4,2,75539896,75564164
ZFHX4,ENSG00000091656,8,457,0,3,0,2,220,0,0,0,3,0,0,140,74,6,0,0,11,1,76704006,76864640
PEX2,ENSG00000164751,8,33,1,1,0,0,5,0,0,0,0,0,0,13,3,0,1,0,9,2,76982972,76984236
PKIA,ENSG00000171033,8,12,1,1,0,0,1,0,0,0,0,0,1,1,6,1,0,0,2,0,78598290,78601842
ZC2HC1A,ENSG00000104427,8,73,0,0,0,0,7,0,0,0,0,0,0,11,48,0,0,0,4,3,78666089,78717575
IL7,ENSG00000104432,8,29,0,0,0,0,3,0,0,0,1,0,0,6,18,0,0,0,1,0,78733669,78804906
STMN2,ENSG00000104435,8,116,0,4,0,3,6,0,0,0,1,0,0,3,91,0,0,0,4,8,79611121,79664943
HEY1,ENSG00000164683,8,63,1,1,0,16,12,0,0,0,0,0,0,8,10,0,1,0,6,10,79765125,79767698
MRPS28,ENSG00000147586,8,22,0,0,0,0,2,0,0,0,0,0,0,7,12,0,0,0,1,0,79918904,80029711
TPD52,ENSG00000076554,8,91,2,2,0,12,4,1,0,0,1,0,0,8,39,0,1,18,2,5,80029762,80171538
ZBTB10,ENSG00000205189,8,158,0,1,0,6,50,0,0,0,5,0,0,29,25,7,0,0,3,33,80485708,80519601
ZNF704,ENSG00000164684,8,80,0,1,0,0,14,0,0,0,2,0,0,11,48,0,0,0,4,1,80641325,80821613
PAG1,ENSG00000076641,8,51,3,4,0,0,10,0,0,0,2,0,3,10,22,0,0,0,2,2,80976460,80993322
FABP5,ENSG00000164687,8,53,1,0,0,10,1,0,0,0,2,0,0,3,23,0,1,0,2,11,81280028,81284652
PMP2,ENSG00000147588,8,34,0,2,0,0,2,0,0,0,2,0,0,8,18,0,0,0,1,3,81443386,81447461
FABP9,ENSG00000205186,8,35,1,2,0,1,4,1,0,0,1,0,0,12,14,0,0,1,0,1,81458300,81461587
FABP4,ENSG00000170323,8,21,0,0,0,0,2,0,0,0,2,0,0,3,13,0,0,0,1,0,81478821,81483149
FABP12,ENSG00000197416,8,27,2,2,0,2,2,0,2,0,1,0,0,5,13,0,0,0,0,2,81525090,81531412
IMPA1,ENSG00000133731,8,71,2,2,0,0,5,0,2,0,3,0,0,11,37,0,0,0,1,12,81659345,81686427
SLC10A5,ENSG00000253598,8,35,4,0,0,0,12,0,1,0,0,0,0,15,0,0,3,2,0,2,81693591,81695072
ZFAND1,ENSG00000104231,8,53,3,1,0,3,5,0,1,0,1,1,1,10,25,1,0,1,4,0,81702600,81721323
CHMP4C,ENSG00000164695,8,46,4,0,0,0,3,0,2,0,4,1,0,11,14,0,1,0,5,5,81732533,81758612
SNX16,ENSG00000104497,8,63,1,3,0,0,1,0,0,1,6,0,0,10,41,0,0,0,1,3,81801432,81840074
RALYL,ENSG00000184672,8,103,0,5,0,5,4,0,0,0,6,0,0,15,58,0,0,0,5,10,84184904,84920985
LRRCC1,ENSG00000133739,8,133,5,4,0,1,9,0,2,0,5,0,0,35,68,0,3,0,7,3,85107201,85145602
E2F5,ENSG00000133740,8,94,1,1,0,0,17,0,0,0,1,1,0,13,37,0,0,21,3,1,85177356,85217599
CA13,ENSG00000185015,8,77,3,4,0,0,5,0,1,0,1,0,0,7,51,0,2,0,7,3,85245731,85281577
